ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
7519936,HS314836,05/18/2010 11:10:00 PM,0000X W TERMINAL ST,0560,ASSAULT,SIMPLE,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,false,false,1651,016,41,76,08A,1100317,1935229,2010,02/04/2016 06:33:39 AM,41.979006297,-87.906463155,"(41.979006297, -87.906463155)"
7519937,HS323451,05/23/2010 09:00:00 PM,015XX W FULLERTON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,false,false,1811,018,32,7,14,1165679,1916028,2010,02/04/2016 06:33:39 AM,41.925172429,-87.666637578,"(41.925172429, -87.666637578)"
7519938,HS323463,05/21/2010 06:00:00 PM,003XX W ILLINOIS ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,1831,018,42,8,06,1173574,1903540,2010,02/04/2016 06:33:39 AM,41.890732628,-87.637999874,"(41.890732628, -87.637999874)"
7519939,HS323462,05/21/2010 07:00:00 PM,027XX N SHEFFIELD AVE,0890,THEFT,FROM BUILDING,APARTMENT,false,false,1933,019,32,7,06,1169149,1918348,2010,02/04/2016 06:33:39 AM,41.931463882,-87.653819694,"(41.931463882, -87.653819694)"
7519941,HS323331,05/23/2010 11:00:00 PM,067XX S KARLOV AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,0833,008,13,65,05,1150197,1859588,2010,02/04/2016 06:33:39 AM,41.770610189,-87.724995016,"(41.770610189, -87.724995016)"
7519942,HS249179,04/09/2010 11:00:04 AM,064XX S STEWART AVE,2027,NARCOTICS,POSS: CRACK,RESIDENCE,true,false,0722,007,20,68,18,1174732,1862250,2010,02/04/2016 06:33:39 AM,41.7774036,-87.634979951,"(41.7774036, -87.634979951)"
7519944,HS323340,05/24/2010 12:01:00 AM,116XX S RACINE AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,RESIDENCE,true,false,0524,005,34,53,26,1170420,1827589,2010,02/04/2016 06:33:39 AM,41.682383864,-87.651793817,"(41.682383864, -87.651793817)"
7519945,HS323339,05/23/2010 09:00:00 PM,019XX W WILSON AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1922,019,47,4,06,1162426,1930556,2010,02/04/2016 06:33:39 AM,41.965106841,-87.678182567,"(41.965106841, -87.678182567)"
7519948,HS323437,05/24/2010 09:00:00 AM,056XX W CORCORAN PL,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,true,false,1512,015,29,25,26,1138861,1902003,2010,02/04/2016 06:33:39 AM,41.887216061,-87.765521526,"(41.887216061, -87.765521526)"
7519950,HS317031,05/01/2010 01:00:00 AM,093XX S BURNSIDE AVE,0610,BURGLARY,FORCIBLE ENTRY,OTHER RAILROAD PROP / TRAIN DEPOT,false,false,0633,006,9,49,05,1181963,1842970,2010,02/04/2016 06:33:39 AM,41.724333,-87.609066325,"(41.724333, -87.609066325)"
7520060,HS323286,05/24/2010 12:01:00 AM,091XX S PARNELL AVE,0810,THEFT,OVER $500,STREET,false,false,2223,022,21,73,06,1174240,1844189,2010,02/04/2016 06:33:39 AM,41.727852928,-87.637319249,"(41.727852928, -87.637319249)"
7519952,HS283105,04/29/2010 10:38:07 PM,070XX S TALMAN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE,true,false,0831,008,18,66,18,1159921,1857924,2010,02/04/2016 06:33:39 AM,41.765849661,-87.689395978,"(41.765849661, -87.689395978)"
7519953,HS250628,04/10/2010 11:00:00 AM,051XX W THOMAS ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,true,false,1531,015,37,25,18,1142065,1906843,2010,02/04/2016 06:33:39 AM,41.900438815,-87.753635264,"(41.900438815, -87.753635264)"
7519956,HR198287,03/04/2009 12:05:01 PM,035XX E 114TH ST,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,STREET,false,false,0433,004,10,52,08A,1201660,1829983,2009,02/04/2016 06:33:39 AM,41.688218178,-87.537357913,"(41.688218178, -87.537357913)"
7519958,HS323346,05/21/2010 11:00:00 PM,055XX W WALTON ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1524,015,37,25,07,1139177,1905788,2010,02/04/2016 06:33:39 AM,41.897596828,-87.76426888,"(41.897596828, -87.76426888)"
7519959,HS323459,05/24/2010 09:40:00 AM,054XX W ADAMS ST,0560,ASSAULT,SIMPLE,DRIVEWAY - RESIDENTIAL,false,false,1522,015,29,25,08A,1140227,1898800,2010,02/04/2016 06:33:39 AM,41.878401709,-87.760583608,"(41.878401709, -87.760583608)"
7519960,HS323380,05/23/2010 06:30:00 PM,090XX S BUFFALO AVE,0560,ASSAULT,SIMPLE,STREET,false,false,0424,004,10,46,08A,1199615,1845612,2010,02/04/2016 06:33:39 AM,41.731157122,-87.544320053,"(41.731157122, -87.544320053)"
7519961,HS323438,05/23/2010 07:30:00 PM,113XX S HOMAN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,true,false,2211,022,19,74,07,1155723,1829303,2010,02/04/2016 06:33:39 AM,41.687393865,-87.705548292,"(41.687393865, -87.705548292)"
7519962,HS323480,05/23/2010 07:00:00 PM,070XX N PAULINA ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,2423,024,49,1,14,1163910,1946831,2010,02/04/2016 06:33:39 AM,42.009734686,-87.672264383,"(42.009734686, -87.672264383)"
7519966,HS323146,05/24/2010 01:46:00 AM,066XX S WESTERN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,GAS STATION,false,false,0832,008,15,66,14,1161519,1860468,2010,02/04/2016 06:33:39 AM,41.77279778,-87.683468276,"(41.77279778, -87.683468276)"
7519967,HR225709,03/20/2009 11:51:09 AM,021XX E 87TH ST,0460,BATTERY,SIMPLE,STREET,false,false,0412,004,8,45,08B,1191768,1847705,2009,02/04/2016 06:33:39 AM,41.737094305,-87.572998178,"(41.737094305, -87.572998178)"
7519969,HS323448,05/21/2010 11:30:00 PM,008XX W EVERGREEN AVE,0810,THEFT,OVER $500,STREET,false,false,1822,018,32,8,06,1170635,1909216,2010,02/04/2016 06:33:39 AM,41.906372763,-87.648626876,"(41.906372763, -87.648626876)"
7519971,HS280658,04/28/2010 12:01:44 PM,008XX W 15TH PL,2022,NARCOTICS,POSS: COCAINE,RESIDENCE,true,false,1232,012,25,28,18,1171160,1892692,2010,02/04/2016 06:33:39 AM,41.861018288,-87.647183679,"(41.861018288, -87.647183679)"
7519973,HS322163,05/23/2010 03:00:00 AM,071XX S WABASH AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,false,false,0323,003,6,69,26,1177961,1857647,2010,02/04/2016 06:33:39 AM,41.764699909,-87.623281834,"(41.764699909, -87.623281834)"
7519974,HS321456,05/22/2010 11:47:00 PM,057XX N ROCKWELL ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,2011,020,40,2,08B,1157963,1938060,2010,02/04/2016 06:33:39 AM,41.985790656,-87.69438617,"(41.985790656, -87.69438617)"
7519979,HS323267,05/24/2010 04:00:00 AM,067XX S CHAMPLAIN AVE,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,false,false,0321,003,6,42,02,1181729,1860431,2010,02/04/2016 06:33:39 AM,41.772253299,-87.60938532,"(41.772253299, -87.60938532)"
7519984,HS323329,05/22/2010 04:00:00 PM,015XX S KEDVALE AVE,0810,THEFT,OVER $500,ALLEY,false,false,1012,010,24,29,06,1148967,1892216,2010,02/04/2016 06:33:39 AM,41.860169903,-87.728662177,"(41.860169903, -87.728662177)"
7519985,HS323440,05/24/2010 08:38:00 AM,073XX S CLYDE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,ALLEY,false,false,0333,003,5,43,14,1191490,1856784,2010,02/04/2016 06:33:39 AM,41.762014604,-87.573723014,"(41.762014604, -87.573723014)"
7519987,HS321853,05/23/2010 05:00:00 AM,071XX S WABASH AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0323,003,6,69,14,1177961,1857654,2010,02/04/2016 06:33:39 AM,41.764719117,-87.623281623,"(41.764719117, -87.623281623)"
7519991,HS323509,05/24/2010 09:39:00 AM,002XX W 109TH PL,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0513,005,34,49,07,1176564,1832325,2010,02/04/2016 06:33:39 AM,41.695244583,-87.62916148,"(41.695244583, -87.62916148)"
7519993,HS323419,05/24/2010 09:20:00 AM,041XX W CULLERTON ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,1012,010,24,29,18,1148999,1890097,2010,02/04/2016 06:33:39 AM,41.854354486,-87.728599496,"(41.854354486, -87.728599496)"
7519994,HS323409,05/24/2010 08:52:00 AM,019XX S RIDGEWAY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1014,010,24,29,14,1151679,1890083,2010,02/04/2016 06:33:39 AM,41.854263854,-87.718763097,"(41.854263854, -87.718763097)"
7519995,HS322084,05/23/2010 12:10:00 PM,001XX E 74TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0323,003,6,69,14,1178573,1855984,2010,02/04/2016 06:33:39 AM,41.760122569,-87.621089172,"(41.760122569, -87.621089172)"
7519997,HS311693,05/17/2010 09:45:00 AM,010XX E 63RD ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,VACANT LOT/LAND,false,false,0314,003,20,42,07,1184014,1863444,2010,02/04/2016 06:33:39 AM,41.780468158,-87.600915216,"(41.780468158, -87.600915216)"
7520002,HS323372,05/23/2010 11:55:00 PM,061XX S EBERHART AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,0313,003,20,42,05,1180637,1864361,2010,02/04/2016 06:33:39 AM,41.783062757,-87.613267603,"(41.783062757, -87.613267603)"
7520003,HS323355,05/23/2010 08:30:00 PM,030XX S WESTERN AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1034,010,25,31,08B,1160865,1884471,2010,02/04/2016 06:33:39 AM,41.838678566,-87.685202155,"(41.838678566, -87.685202155)"
7520005,HS323303,05/24/2010 07:14:00 AM,068XX S PAXTON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0331,003,5,43,14,1192054,1860145,2010,02/04/2016 06:33:39 AM,41.771223763,-87.571546824,"(41.771223763, -87.571546824)"
7520006,HS323475,05/22/2010 05:00:00 PM,023XX W NORTH AVE,0810,THEFT,OVER $500,STREET,false,false,1424,014,1,24,06,1160699,1910589,2010,02/04/2016 06:33:39 AM,41.910352215,-87.685087464,"(41.910352215, -87.685087464)"
7520011,HS323528,05/23/2010 02:30:00 PM,020XX S MICHIGAN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,false,false,0134,001,2,33,11,1177528,1890620,2010,02/04/2016 06:33:39 AM,41.855190551,-87.623871195,"(41.855190551, -87.623871195)"
7520012,HS323402,05/23/2010 01:30:00 PM,012XX W VAN BUREN ST,0810,THEFT,OVER $500,STREET,false,false,1213,012,2,28,06,1168099,1898309,2010,02/04/2016 06:33:39 AM,41.876498368,-87.658257752,"(41.876498368, -87.658257752)"
7520013,HS323397,05/24/2010 01:30:00 AM,033XX S NORMAL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0924,009,11,60,14,1173502,1882808,2010,02/04/2016 06:33:39 AM,41.833844123,-87.63888016,"(41.833844123, -87.63888016)"
7520017,HS323388,05/21/2010 01:20:00 PM,042XX W ADAMS ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",false,false,1115,011,28,26,08B,1148069,1898671,2010,02/04/2016 06:33:39 AM,41.877900503,-87.73179249,"(41.877900503, -87.73179249)"
7520018,HS323446,05/22/2010 05:00:00 PM,031XX W JACKSON BLVD,0620,BURGLARY,UNLAWFUL ENTRY,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,1124,011,28,27,05,1155556,1898520,2010,02/04/2016 06:33:39 AM,41.877338858,-87.704305968,"(41.877338858, -87.704305968)"
7520023,HS323490,05/24/2010 09:50:00 AM,039XX W AUGUSTA BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,true,true,1112,011,27,23,08B,1149765,1906384,2010,02/04/2016 06:33:39 AM,41.899033013,-87.725364487,"(41.899033013, -87.725364487)"
7520024,HS323470,05/19/2010 03:00:00 PM,007XX N CHRISTIANA AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),false,false,1121,011,27,23,07,1153912,1904674,2010,02/04/2016 06:33:39 AM,41.894258956,-87.710178226,"(41.894258956, -87.710178226)"
7520025,HS280654,04/28/2010 02:11:53 PM,016XX S MICHIGAN AVE,2027,NARCOTICS,POSS: CRACK,RESIDENCE,true,false,0132,001,2,33,18,1177485,1892305,2010,02/04/2016 06:33:39 AM,41.859815277,-87.623977927,"(41.859815277, -87.623977927)"
7520032,HS323318,05/23/2010 11:00:00 PM,007XX N WELLS ST,0610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,false,false,1831,018,42,8,05,1174598,1905442,2010,02/04/2016 06:33:39 AM,41.895928988,-87.634182363,"(41.895928988, -87.634182363)"
7520040,HS323189,05/24/2010 12:03:00 AM,004XX E PERSHING RD,1360,CRIMINAL TRESPASS,TO VEHICLE,VEHICLE NON-COMMERCIAL,true,false,0213,002,3,38,26,1180083,1879225,2010,02/04/2016 06:33:39 AM,41.823863572,-87.614843178,"(41.823863572, -87.614843178)"
7520041,HS323443,05/24/2010 09:20:00 AM,081XX S MAY ST,1330,CRIMINAL TRESPASS,TO LAND,"SCHOOL, PUBLIC, GROUNDS",false,false,0613,006,21,71,26,1170069,1850820,2010,02/04/2016 06:33:39 AM,41.746140855,-87.652406156,"(41.746140855, -87.652406156)"
7520051,HS323464,05/24/2010 09:45:00 AM,103XX S ELIZABETH ST,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",false,false,2232,022,21,73,08B,1169846,1836216,2010,02/04/2016 06:33:39 AM,41.706070186,-87.653645803,"(41.706070186, -87.653645803)"
7520053,HS323219,05/24/2010 03:50:00 AM,075XX S ST LAWRENCE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,true,true,0624,006,6,69,08B,1181539,1855193,2010,02/04/2016 06:33:39 AM,41.757884079,-87.610243209,"(41.757884079, -87.610243209)"
7520054,HS323500,05/23/2010 01:30:00 PM,111XX S ASHLAND AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,false,false,2234,022,34,75,26,1167519,1830820,2010,02/04/2016 06:33:39 AM,41.691312761,-87.662321097,"(41.691312761, -87.662321097)"
7520058,HS323454,05/21/2010 12:30:00 PM,115XX S LOOMIS ST,0820,THEFT,$500 AND UNDER,STREET,false,false,0524,005,34,53,06,1169072,1828128,2010,02/04/2016 06:33:39 AM,41.683892127,-87.656712808,"(41.683892127, -87.656712808)"
7520059,HS323322,05/24/2010 01:00:00 AM,033XX S PARNELL AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0924,009,11,60,06,1173172,1882841,2010,02/04/2016 06:33:39 AM,41.833941993,-87.64009002,"(41.833941993, -87.64009002)"
7520067,HS323535,05/23/2010 11:00:00 PM,035XX S EMERALD AVE,0810,THEFT,OVER $500,STREET,false,false,0925,009,11,60,06,1171882,1881337,2010,02/04/2016 06:33:39 AM,41.829843351,-87.644867531,"(41.829843351, -87.644867531)"
7520078,HS307839,05/14/2010 05:39:49 PM,044XX W WASHINGTON BLVD,2024,NARCOTICS,POSS: HEROIN(WHITE),APARTMENT,true,false,1113,011,28,26,18,1146728,1900125,2010,02/04/2016 06:33:39 AM,41.881916134,-87.736679247,"(41.881916134, -87.736679247)"
7520083,HS323177,05/24/2010 02:08:00 AM,024XX W CARMEN AVE,0460,BATTERY,SIMPLE,RESIDENCE,false,false,2031,020,40,4,08B,1159040,1933798,2010,02/04/2016 06:33:39 AM,41.974073421,-87.690542646,"(41.974073421, -87.690542646)"
7520084,HS323488,05/24/2010 09:35:00 AM,074XX N CLAREMONT AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2411,024,49,2,08B,1159381,1949187,2010,02/04/2016 06:33:39 AM,42.016294375,-87.688862796,"(42.016294375, -87.688862796)"
7520085,HS322207,05/23/2010 01:30:00 PM,070XX N GREENVIEW AVE,0810,THEFT,OVER $500,APARTMENT,false,false,2423,024,49,1,06,1165090,1946833,2010,02/04/2016 06:33:39 AM,42.009715089,-87.667922732,"(42.009715089, -87.667922732)"
7520088,HS317596,05/20/2010 04:09:58 PM,019XX N WOLCOTT AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1434,014,32,22,07,1163384,1912848,2010,02/04/2016 06:33:39 AM,41.916494958,-87.675160137,"(41.916494958, -87.675160137)"
7520094,HS323412,05/22/2010 09:06:00 AM,098XX S HALSTED ST,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,2223,022,21,73,06,1172709,1839741,2010,02/04/2016 06:33:39 AM,41.715680818,-87.643058205,"(41.715680818, -87.643058205)"
7520095,HS323407,05/24/2010 09:00:00 AM,020XX W 18TH ST,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,false,false,1223,012,25,31,26,1163025,1891401,2010,02/04/2016 06:33:39 AM,41.857650185,-87.677081685,"(41.857650185, -87.677081685)"
7520096,HS323544,05/23/2010 03:00:00 PM,062XX N CLARK ST,0820,THEFT,$500 AND UNDER,RESTAURANT,false,false,2433,024,40,77,06,1164509,1941813,2010,02/04/2016 06:33:39 AM,41.995952467,-87.670203469,"(41.995952467, -87.670203469)"
7520097,HS323510,05/23/2010 10:45:00 AM,003XX N CANAL ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,1212,012,42,28,06,1173064,1902174,2010,02/04/2016 06:33:39 AM,41.886995567,-87.639913366,"(41.886995567, -87.639913366)"
7520098,HS323474,05/24/2010 09:35:00 AM,046XX N SHERIDAN RD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,OTHER,false,true,2312,019,46,3,08B,1168786,1930863,2010,02/04/2016 06:33:39 AM,41.965813433,-87.65478955,"(41.965813433, -87.65478955)"
7520104,HS323476,05/24/2010 05:00:00 AM,001XX N CENTRAL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1523,015,29,25,08B,1139025,1900485,2010,02/04/2016 06:33:39 AM,41.883047495,-87.764956184,"(41.883047495, -87.764956184)"
7520107,HS323378,05/24/2010 08:25:00 AM,002XX N OGDEN AVE,0610,BURGLARY,FORCIBLE ENTRY,PARKING LOT/GARAGE(NON.RESID.),false,false,1333,012,27,28,05,1166885,1901585,2010,02/04/2016 06:33:39 AM,41.885514079,-87.662621141,"(41.885514079, -87.662621141)"
7520108,HS323377,05/23/2010 06:00:00 PM,016XX W FARWELL AVE,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,false,false,2431,024,49,1,06,1164268,1945692,2010,02/04/2016 06:33:39 AM,42.006601653,-87.67097961,"(42.006601653, -87.67097961)"
7520109,HS323327,05/23/2010 10:30:00 PM,015XX N KEELER AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2534,025,30,23,07,1148101,1909882,2010,02/04/2016 06:33:39 AM,41.90866408,-87.731386201,"(41.90866408, -87.731386201)"
7520110,HS323434,05/21/2010 04:30:00 PM,012XX W LOYOLA AVE,0810,THEFT,OVER $500,OTHER,false,false,2432,024,40,1,06,1166821,1943806,2010,02/04/2016 06:33:39 AM,42.001371853,-87.661641223,"(42.001371853, -87.661641223)"
7520118,HS323526,05/24/2010 09:45:00 AM,056XX S ROCKWELL ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",true,false,0824,008,16,63,18,1160001,1867170,2010,02/04/2016 06:33:39 AM,41.791220341,-87.688848758,"(41.791220341, -87.688848758)"
7520121,HS321341,05/22/2010 10:35:00 PM,012XX W LAWRENCE AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,2311,019,46,3,08B,1167356,1932020,2010,02/04/2016 06:33:39 AM,41.969019236,-87.660013914,"(41.969019236, -87.660013914)"
7520130,HS323401,05/24/2010 03:00:00 AM,039XX W POTOMAC AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,false,false,2535,025,27,23,26,1150049,1908362,2010,02/04/2016 06:33:39 AM,41.904455315,-87.724269776,"(41.904455315, -87.724269776)"
7520133,HS322046,05/23/2010 12:30:00 AM,020XX W BALMORAL AVE,0460,BATTERY,SIMPLE,NURSING HOME/RETIREMENT HOME,false,false,2012,020,40,4,08B,1161674,1935850,2010,02/04/2016 06:33:39 AM,41.979649551,-87.680799226,"(41.979649551, -87.680799226)"
7520135,HS323593,05/23/2010 12:30:00 PM,039XX W BELMONT AVE,0890,THEFT,FROM BUILDING,RESIDENCE-GARAGE,false,false,2523,025,31,21,06,1149393,1920984,2010,02/04/2016 06:33:39 AM,41.939103996,-87.726351289,"(41.939103996, -87.726351289)"
7520136,HS323292,05/20/2010 08:00:00 AM,013XX N CLAREMONT AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,"SCHOOL, PRIVATE, BUILDING",false,true,1424,014,1,24,26,1160499,1908800,2010,02/04/2016 06:33:39 AM,41.905447207,-87.685871795,"(41.905447207, -87.685871795)"
7520137,HS242333,04/05/2010 11:30:00 AM,031XX W BRYN MAWR AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1711,017,39,13,08B,1154379,1937045,2010,02/04/2016 06:33:39 AM,41.983078055,-87.707595262,"(41.983078055, -87.707595262)"
7520144,HS323594,05/24/2010 10:30:00 AM,046XX S ASHLAND AVE,3710,INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,ALLEY,false,false,0914,009,3,61,24,1166453,1873915,2010,02/04/2016 06:33:39 AM,41.809594249,-87.664998288,"(41.809594249, -87.664998288)"
7520145,HS323344,05/23/2010 11:23:00 PM,052XX S NARRAGANSETT AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,false,0811,008,23,56,26,1134596,1869219,2010,02/04/2016 06:33:39 AM,41.797328011,-87.781957012,"(41.797328011, -87.781957012)"
7520147,HS303233,05/11/2010 07:35:00 PM,040XX N PULASKI RD,2031,NARCOTICS,POSS: METHAMPHETAMINES,VEHICLE NON-COMMERCIAL,true,false,1722,017,39,16,18,1149006,1926455,2010,02/04/2016 06:33:39 AM,41.954124369,-87.727631536,"(41.954124369, -87.727631536)"
7520156,HS322869,05/23/2010 09:40:00 PM,010XX W LAWRENCE AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,false,2024,020,46,3,08A,1168554,1932051,2010,02/04/2016 06:33:39 AM,41.969078381,-87.65560801,"(41.969078381, -87.65560801)"
7520164,HS323501,05/24/2010 09:50:00 AM,004XX W DIVISION ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,false,false,1821,018,27,8,06,1173175,1908290,2010,02/04/2016 06:33:39 AM,41.903775756,-87.639324074,"(41.903775756, -87.639324074)"
7520166,HS321364,05/22/2010 10:30:00 PM,048XX N BROADWAY,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,2033,020,48,3,08A,1167446,1932134,2010,02/04/2016 06:33:39 AM,41.969330114,-87.659679691,"(41.969330114, -87.659679691)"
7520169,HS303236,05/11/2010 09:33:00 PM,028XX W BALMORAL AVE,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,APARTMENT,true,false,2011,020,40,4,18,1156475,1935744,2010,02/04/2016 06:33:39 AM,41.97946577,-87.699921966,"(41.97946577, -87.699921966)"
7520177,HS323608,05/20/2010 08:30:00 AM,047XX S SHIELDS AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0935,009,3,37,07,1174756,1873467,2010,02/04/2016 06:33:39 AM,41.808183671,-87.634557723,"(41.808183671, -87.634557723)"
7520190,HS323371,05/23/2010 05:00:00 PM,067XX S THROOP ST,0820,THEFT,$500 AND UNDER,STREET,false,false,0724,007,17,67,06,1168818,1860115,2010,02/04/2016 06:33:39 AM,41.771674639,-87.656722213,"(41.771674639, -87.656722213)"
7520192,HS323569,05/24/2010 10:30:00 AM,057XX S SANGAMON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,0712,007,16,68,18,1170954,1866834,2010,02/04/2016 06:33:39 AM,41.790065983,-87.648696249,"(41.790065983, -87.648696249)"
7520193,HS323606,05/24/2010 08:25:00 AM,049XX S WESTERN AVE,0820,THEFT,$500 AND UNDER,CTA GARAGE / OTHER PROPERTY,false,false,0911,009,14,63,06,1161205,1871773,2010,02/04/2016 06:33:39 AM,41.803826714,-87.684306489,"(41.803826714, -87.684306489)"
7520194,HS323330,05/23/2010 06:00:00 PM,011XX W 69TH ST,0610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,false,false,0724,007,17,68,05,1169706,1859040,2010,02/04/2016 06:33:39 AM,41.768705488,-87.653498246,"(41.768705488, -87.653498246)"
7520195,HS323592,05/24/2010 07:00:00 AM,058XX S MORGAN ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,0712,007,16,68,26,1170648,1865925,2010,02/04/2016 06:33:39 AM,41.787578264,-87.649844761,"(41.787578264, -87.649844761)"
7520202,HS323482,05/24/2010 12:00:00 AM,033XX N RAVENSWOOD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1924,019,32,5,14,1163634,1922394,2010,02/04/2016 06:33:39 AM,41.942684487,-87.673971939,"(41.942684487, -87.673971939)"
7520203,HS323578,05/24/2010 10:30:00 AM,074XX S GREEN ST,0460,BATTERY,SIMPLE,SIDEWALK,false,false,0733,007,17,68,08B,1171922,1855660,2010,02/04/2016 06:33:39 AM,41.759381999,-87.645474583,"(41.759381999, -87.645474583)"
7520206,HS250621,04/10/2010 10:00:00 AM,011XX N LAWLER AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,VEHICLE NON-COMMERCIAL,true,false,1531,015,37,25,18,1142490,1907046,2010,02/04/2016 06:33:39 AM,41.900987979,-87.752069147,"(41.900987979, -87.752069147)"
7520207,HS323496,05/24/2010 07:00:00 AM,062XX S WOLCOTT AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0714,007,15,67,05,1164757,1863350,2010,02/04/2016 06:33:39 AM,41.780638614,-87.671517277,"(41.780638614, -87.671517277)"
7520210,HS323549,05/24/2010 08:15:00 AM,056XX S COTTAGE GROVE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0234,002,20,40,07,1182540,1867874,2010,02/04/2016 06:33:39 AM,41.792658798,-87.606181738,"(41.792658798, -87.606181738)"
7520212,HS323514,05/21/2010 10:20:00 AM,035XX E 114TH ST,0890,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",false,false,0433,004,10,52,06,1201660,1829983,2010,02/04/2016 06:33:39 AM,41.688218178,-87.537357913,"(41.688218178, -87.537357913)"
